абажур	абажур:ROOT
вилок	вил:ROOT/ок:SUFF
вилочка	вил:ROOT/оч:SUFF/к:SUFF/а:END
вилочки	вил:ROOT/оч:SUFF/к:SUFF/и:END
виляние	вил:ROOT/яни:SUFF/е:END
виляния	вил:ROOT/яни:SUFF/я:END
увиливание	у:PREF/вил:ROOT/ива:SUFF/ни:SUFF/е:END
увиливания	у:PREF/вил:ROOT/ива:SUFF/ни:SUFF/я:END
вилковый	вил:ROOT/к:SUFF/ов:SUFF/ый:END
вилочковый	вил:ROOT/оч:SUFF/к:SUFF/ов:SUFF/ый:END
вилочный	вил:ROOT/оч:SUFF/н:SUFF/ый:END
вильчатый	виль:ROOT/чат:SUFF/ый:END
вильнуть	виль:ROOT/н:SUFF/уть:END
вилять	вил:ROOT/ять:END
завилять	за:PREF/вил:ROOT/ять:END
повилять	по:PREF/вил:ROOT/ять:END
подвильнуть	под:PREF/виль:ROOT/н:SUFF/уть:END
увиливать	у:PREF/вил:ROOT/ив:SUFF/ать:END
увильнуть	у:PREF/виль:ROOT/н:SUFF/уть:END
виноград	виноград:ROOT
виноградари	виноград:ROOT/ар:SUFF/и:END
виноградарство	виноград:ROOT/ар:SUFF/ств:SUFF/о:END
виноградарь	виноград:ROOT/ар:SUFF/ь:END
виноградина	виноград:ROOT/ин:SUFF/а:END
виноградинка	виноград:ROOT/ин:SUFF/к:SUFF/а:END
виноградинки	виноград:ROOT/ин:SUFF/к:SUFF/и:END
виноградины	виноград:ROOT/ин:SUFF/ы:END
виноградник	виноград:ROOT/ник:SUFF
виноградники	виноград:ROOT/ник:SUFF/и:END
виноградарский	виноград:ROOT/ар:SUFF/ск:SUFF/ий:END
виноградный	виноград:ROOT/н:SUFF/ый:END
винтовальный	винт:ROOT/ов:SUFF/аль:SUFF/н:SUFF/ый:END
винтовой	винт:ROOT/ов:SUFF/ой:END
винтовочный	винт:ROOT/ов:SUFF/оч:SUFF/н:SUFF/ый:END
завинченный	за:PREF/винч:ROOT/енн:SUFF/ый:END
завинчивавший	за:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END
завинчивавшийся	за:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END/ся:POSTFIX
завинчиваемый	за:PREF/винч:ROOT/ив:SUFF/аем:SUFF/ый:END
завинчивающий	за:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END
завинчивающийся	за:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
отвинченный	от:PREF/винч:ROOT/енн:SUFF/ый:END
отвинчивавший	от:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END
отвинчивавшийся	от:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END/ся:POSTFIX
отвинчиваемый	от:PREF/винч:ROOT/ив:SUFF/аем:SUFF/ый:END
отвинчивающий	от:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END
отвинчивающийся	от:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
подвинченный	под:PREF/винч:ROOT/енн:SUFF/ый:END
подвинчивавший	под:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END
подвинчивавшийся	под:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END/ся:POSTFIX
подвинчиваемый	под:PREF/винч:ROOT/ив:SUFF/аем:SUFF/ый:END
подвинчивающий	под:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END
подвинчивающийся	под:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
развинченный	раз:PREF/винч:ROOT/енн:SUFF/ый:END
развинчивавший	раз:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END
развинчивавшийся	раз:PREF/винч:ROOT/ив:SUFF/авш:SUFF/ий:END/ся:POSTFIX
развинчиваемый	раз:PREF/винч:ROOT/ив:SUFF/аем:SUFF/ый:END
развинчивающий	раз:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END
развинчивающийся	раз:PREF/винч:ROOT/ив:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
висевший	вис:ROOT/евш:SUFF/ий:END
вислый	вис:ROOT/л:SUFF/ый:END
висячий	вис:ROOT/яч:SUFF/ий:END
висящий	вис:ROOT/ящ:SUFF/ий:END
зависший	за:PREF/вис:ROOT/ш:SUFF/ий:END
нависший	на:PREF/вис:ROOT/ш:SUFF/ий:END
обвисший	об:PREF/вис:ROOT/ш:SUFF/ий:END
отвисший	от:PREF/вис:ROOT/ш:SUFF/ий:END
повисший	по:PREF/вис:ROOT/ш:SUFF/ий:END
провисший	про:PREF/вис:ROOT/ш:SUFF/ий:END
свисший	с:PREF/вис:ROOT/ш:SUFF/ий:END
висеть	вис:ROOT/еть:END
виснуть	вис:ROOT/н:SUFF/уть:END
зависеть	за:PREF/вис:ROOT/еть:END
зависнуть	за:PREF/вис:ROOT/н:SUFF/уть:END
нависнуть	на:PREF/вис:ROOT/н:SUFF/уть:END
отвисать	от:PREF/вис:ROOT/ать:END
отвиснуть	от:PREF/вис:ROOT/н:SUFF/уть:END
повисеть	по:PREF/вис:ROOT/еть:END
повиснуть	по:PREF/вис:ROOT/н:SUFF/уть:END
подвисать	под:PREF/вис:ROOT/ать:END
подвиснуть	под:PREF/вис:ROOT/н:SUFF/уть:END
провисать	про:PREF/вис:ROOT/ать:END
провисеть	про:PREF/вис:ROOT/еть:END
провиснуть	про:PREF/вис:ROOT/н:SUFF/уть:END
свисать	с:PREF/вис:ROOT/ать:END
свиснуть	с:PREF/вис:ROOT/н:SUFF/уть:END
витаминизировавший	витамин:ROOT/из:SUFF/ир:SUFF/ов:SUFF/авш:SUFF/ий:END
витаминизированный	витамин:ROOT/из:SUFF/ир:SUFF/ов:SUFF/анн:SUFF/ый:END
витаминизируемый	витамин:ROOT/из:SUFF/ир:SUFF/у:SUFF/ем:SUFF/ый:END
витаминизирующий	витамин:ROOT/из:SUFF/ир:SUFF/ующ:SUFF/ий:END
витаминный	витамин:ROOT/н:SUFF/ый:END
витаминозный	витамин:ROOT/оз:SUFF/н:SUFF/ый:END
вихор	вихор:ROOT
вихрастость	вихр:ROOT/аст:SUFF/ост:SUFF/ь:END
вихри	вихр:ROOT/и:END
вихры	вихр:ROOT/ы:END
вихрь	вихр:ROOT/ь:END
завихрение	за:PREF/вихр:ROOT/ени:SUFF/е:END
вкалывание	в:PREF/кал:ROOT/ыв:SUFF/ани:SUFF/е:END
закалывание	за:PREF/кал:ROOT/ыв:SUFF/ани:SUFF/е:END
заколка	за:PREF/кол:ROOT/к:SUFF/а:END
заколки	за:PREF/кол:ROOT/к:SUFF/и:END
колка	кол:ROOT/к:SUFF/а:END
колотье	кол:ROOT/от:SUFF/ь:SUFF/е:END
наколка	на:PREF/кол:ROOT/к:SUFF/а:END
осколки	о:PREF/с:PREF/кол:ROOT/к:SUFF/и:END
осколок	о:PREF/с:PREF/кол:ROOT/ок:SUFF
подколка	под:PREF/кол:ROOT/к:SUFF/а:END
подколки	под:PREF/кол:ROOT/к:SUFF/и:END
прикол	при:PREF/кол:ROOT
приколы	при:PREF/кол:ROOT/ы:END
прокол	про:PREF/кол:ROOT
проколы	про:PREF/кол:ROOT/ы:END
раскол	рас:PREF/кол:ROOT
расколы	рас:PREF/кол:ROOT/ы:END
раскольник	рас:PREF/коль:ROOT/ник:SUFF
раскольники	рас:PREF/коль:ROOT/ник:SUFF/и:END
скол	с:PREF/кол:ROOT
сколы	с:PREF/кол:ROOT/ы:END
укол	у:PREF/кол:ROOT
уколы	у:PREF/кол:ROOT/ы:END
вкалывать	в:PREF/кал:ROOT/ыв:SUFF/ать:END
вкалываться	в:PREF/кал:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
вколоть	в:PREF/кол:ROOT/оть:END
выкалывать	вы:PREF/кал:ROOT/ыв:SUFF/ать:END
выколоть	вы:PREF/кол:ROOT/оть:END
докалывать	до:PREF/кал:ROOT/ыв:SUFF/ать:END
доколоть	до:PREF/кол:ROOT/оть:END
закалывать	за:PREF/кал:ROOT/ыв:SUFF/ать:END
заколоть	за:PREF/кол:ROOT/оть:END
колоть	кол:ROOT/оть:END
кольнуть	коль:ROOT/н:SUFF/уть:END
накалывать	на:PREF/кал:ROOT/ыв:SUFF/ать:END
накалываться	на:PREF/кал:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
наколоть	на:PREF/кол:ROOT/оть:END
наколоться	на:PREF/кол:ROOT/оть:END/ся:POSTFIX
недокалывать	не:PREF/до:PREF/кал:ROOT/ыв:SUFF/ать:END
недоколоть	не:PREF/до:PREF/кол:ROOT/оть:END
окалывать	о:PREF/кал:ROOT/ыв:SUFF/ать:END
околоть	о:PREF/кол:ROOT/оть:END
перекалывать	пере:PREF/кал:ROOT/ыв:SUFF/ать:END
переколоть	пере:PREF/кол:ROOT/оть:END
подкалывать	под:PREF/кал:ROOT/ыв:SUFF/ать:END
подколоть	под:PREF/кол:ROOT/оть:END
покалывать	по:PREF/кал:ROOT/ыв:SUFF/ать:END
поколоть	по:PREF/кол:ROOT/оть:END
прикалывать	при:PREF/кал:ROOT/ыв:SUFF/ать:END
прикалываться	при:PREF/кал:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
приколоть	при:PREF/кол:ROOT/оть:END
прокалывать	про:PREF/кал:ROOT/ыв:SUFF/ать:END
проколоть	про:PREF/кол:ROOT/оть:END
раскалывать	рас:PREF/кал:ROOT/ыв:SUFF/ать:END
раскалываться	рас:PREF/кал:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
расколоть	рас:PREF/кол:ROOT/оть:END
расколоться	рас:PREF/кол:ROOT/оть:END/ся:POSTFIX
скалывать	с:PREF/кал:ROOT/ыв:SUFF/ать:END
сколоть	с:PREF/кол:ROOT/оть:END
укалывать	у:PREF/кал:ROOT/ыв:SUFF/ать:END
уколоть	у:PREF/кол:ROOT/оть:END
уколоться	у:PREF/кол:ROOT/оть:END/ся:POSTFIX
вкапавший	в:PREF/кап:ROOT/авш:SUFF/ий:END
вкапывавший	в:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END
вкапывавшийся	в:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
вкапываемый	в:PREF/кап:ROOT/ыв:SUFF/аем:SUFF/ый:END
вкапывающий	в:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END
вкапывающийся	в:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
выкопавший	вы:PREF/коп:ROOT/авш:SUFF/ий:END
закапывавший	за:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END
закапывавшийся	за:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
закапываемый	за:PREF/кап:ROOT/ыв:SUFF/аем:SUFF/ый:END
закапывающий	за:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END
закапывающийся	за:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
капающий	кап:ROOT/ающ:SUFF/ий:END
капельный	кап:ROOT/ель:SUFF/н:SUFF/ый:END
перекапывавший	пере:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END
перекапывавшийся	пере:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
перекапываемый	пере:PREF/кап:ROOT/ыв:SUFF/аем:SUFF/ый:END
перекапывающий	пере:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END
перекапывающийся	пере:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
подкапывавший	под:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END
подкапывавшийся	под:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
подкапываемый	под:PREF/кап:ROOT/ыв:SUFF/аем:SUFF/ый:END
подкапывающий	под:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END
подкапывающийся	под:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
прокапывавший	про:PREF/кап:ROOT/ыв:SUFF/авш:SUFF/ий:END
прокапываемый	про:PREF/кап:ROOT/ыв:SUFF/аем:SUFF/ый:END
прокапывающий	про:PREF/кап:ROOT/ыв:SUFF/ающ:SUFF/ий:END
вкапать	в:PREF/кап:ROOT/ать:END
вкапывать	в:PREF/кап:ROOT/ыв:SUFF/ать:END
выкапать	вы:PREF/кап:ROOT/ать:END
выкапывать	вы:PREF/кап:ROOT/ыв:SUFF/ать:END
закапать	за:PREF/кап:ROOT/ать:END
закапывать	за:PREF/кап:ROOT/ыв:SUFF/ать:END
накапать	на:PREF/кап:ROOT/ать:END
накапывать	на:PREF/кап:ROOT/ыв:SUFF/ать:END
подкапать	под:PREF/кап:ROOT/ать:END
подкапывать	под:PREF/кап:ROOT/ыв:SUFF/ать:END
покапать	по:PREF/кап:ROOT/ать:END
покапывать	по:PREF/кап:ROOT/ыв:SUFF/ать:END
прокапать	про:PREF/кап:ROOT/ать:END
прокапывать	про:PREF/кап:ROOT/ыв:SUFF/ать:END
вкапывание	в:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
вкопка	в:PREF/коп:ROOT/к:SUFF/а:END
вскапывание	вс:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
вскопка	вс:PREF/коп:ROOT/к:SUFF/а:END
выкапывание	вы:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
выкопка	вы:PREF/коп:ROOT/к:SUFF/а:END
докапывание	до:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
закапывание	за:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
перекапывание	пере:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
перекоп	пере:PREF/коп:ROOT
перекопка	пере:PREF/коп:ROOT/к:SUFF/а:END
подкапывание	под:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
прокапывание	про:PREF/кап:ROOT/ыва:SUFF/ни:SUFF/е:END
прокопка	про:PREF/коп:ROOT/к:SUFF/а:END
вкапываться	в:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
вкопать	в:PREF/коп:ROOT/ать:END
вкопаться	в:PREF/коп:ROOT/ать:END/ся:POSTFIX
вскапывать	вс:PREF/кап:ROOT/ыв:SUFF/ать:END
вскапываться	вс:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
вскопать	вс:PREF/коп:ROOT/ать:END
выкапываться	вы:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
выкопать	вы:PREF/коп:ROOT/ать:END
докапывать	до:PREF/кап:ROOT/ыв:SUFF/ать:END
докапываться	до:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
докопать	до:PREF/коп:ROOT/ать:END
докопаться	до:PREF/коп:ROOT/ать:END/ся:POSTFIX
закапываться	за:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
закопать	за:PREF/коп:ROOT/ать:END
закопаться	за:PREF/коп:ROOT/ать:END/ся:POSTFIX
капать	кап:ROOT/ать:END
копить	коп:ROOT/ить:END
копнуть	коп:ROOT/н:SUFF/уть:END
накапливать	на:PREF/капл:ROOT/ив:SUFF/ать:END
накапываться	на:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
накопать	на:PREF/коп:ROOT/ать:END
накопаться	на:PREF/коп:ROOT/ать:END/ся:POSTFIX
накопить	на:PREF/коп:ROOT/ить:END
недокапывать	не:PREF/до:PREF/кап:ROOT/ыв:SUFF/ать:END
недокапываться	не:PREF/до:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
недокопать	не:PREF/до:PREF/коп:ROOT/ать:END
недокопаться	не:PREF/до:PREF/коп:ROOT/ать:END/ся:POSTFIX
недокопить	не:PREF/до:PREF/коп:ROOT/ить:END
обкапывать	об:PREF/кап:ROOT/ыв:SUFF/ать:END
обкапываться	об:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
обкопать	об:PREF/коп:ROOT/ать:END
обкопаться	об:PREF/коп:ROOT/ать:END/ся:POSTFIX
окапывать	о:PREF/кап:ROOT/ыв:SUFF/ать:END
окапываться	о:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
окопать	о:PREF/коп:ROOT/ать:END
окопаться	о:PREF/коп:ROOT/ать:END/ся:POSTFIX
откапывать	от:PREF/кап:ROOT/ыв:SUFF/ать:END
откапываться	от:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
откопать	от:PREF/коп:ROOT/ать:END
откопаться	от:PREF/коп:ROOT/ать:END/ся:POSTFIX
перекапывать	пере:PREF/кап:ROOT/ыв:SUFF/ать:END
перекапываться	пере:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
перекопать	пере:PREF/коп:ROOT/ать:END
подкапливать	под:PREF/капл:ROOT/ив:SUFF/ать:END
подкапываться	под:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
подкопать	под:PREF/коп:ROOT/ать:END
подкопаться	под:PREF/коп:ROOT/ать:END/ся:POSTFIX
подкопить	под:PREF/коп:ROOT/ить:END
покопать	по:PREF/коп:ROOT/ать:END
покопаться	по:PREF/коп:ROOT/ать:END/ся:POSTFIX
покопить	по:PREF/коп:ROOT/ить:END
прикапывать	при:PREF/кап:ROOT/ыв:SUFF/ать:END
прикапываться	при:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
прикопать	при:PREF/коп:ROOT/ать:END
прикопаться	при:PREF/коп:ROOT/ать:END/ся:POSTFIX
прокапываться	про:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
прокопать	про:PREF/коп:ROOT/ать:END
прокопаться	про:PREF/коп:ROOT/ать:END/ся:POSTFIX
раскапывать	рас:PREF/кап:ROOT/ыв:SUFF/ать:END
раскапываться	рас:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
раскопать	рас:PREF/коп:ROOT/ать:END
скапывать	с:PREF/кап:ROOT/ыв:SUFF/ать:END
скапываться	с:PREF/кап:ROOT/ыв:SUFF/ать:END/ся:POSTFIX
скопать	с:PREF/коп:ROOT/ать:END
вкативший	в:PREF/кат:ROOT/ивш:SUFF/ий:END
вкатившийся	в:PREF/кат:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
закатанный	за:PREF/кат:ROOT/анн:SUFF/ый:END
закативший	за:PREF/кат:ROOT/ивш:SUFF/ий:END
закатившийся	за:PREF/кат:ROOT/ивш:SUFF/ий:END/ся:POSTFIX
закатистый	за:PREF/кат:ROOT/ист:SUFF/ый:END
закатный	за:PREF/кат:ROOT/н:SUFF/ый:END
закатывавший	за:PREF/кат:ROOT/ыв:SUFF/авш:SUFF/ий:END
закатывавшийся	за:PREF/кат:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
закатываемый	за:PREF/кат:ROOT/ыв:SUFF/аем:SUFF/ый:END
закатывающий	за:PREF/кат:ROOT/ыв:SUFF/ающ:SUFF/ий:END
закатывающийся	за:PREF/кат:ROOT/ыв:SUFF/ающ:SUFF/ий:END/ся:POSTFIX
каточный	кат:ROOT/оч:SUFF/н:SUFF/ый:END
накатистый	на:PREF/кат:ROOT/ист:SUFF/ый:END
накаточный	на:PREF/кат:ROOT/оч:SUFF/н:SUFF/ый:END
накачанный	на:PREF/кач:ROOT/анн:SUFF/ый:END
раскатанный	рас:PREF/кат:ROOT/анн:SUFF/ый:END
раскатистый	рас:PREF/кат:ROOT/ист:SUFF/ый:END
раскатный	рас:PREF/кат:ROOT/н:SUFF/ый:END
раскаточный	рас:PREF/кат:ROOT/оч:SUFF/н:SUFF/ый:END
вкатывание	в:PREF/кат:ROOT/ыва:SUFF/н:SUFF/и:SUFF/е:END
закат	за:PREF/кат:ROOT
закатка	за:PREF/кат:ROOT/к:SUFF/а:END
закаты	за:PREF/кат:ROOT/ы:END
закатывание	за:PREF/кат:ROOT/ыв:SUFF/ани:SUFF/е:END
закачивание	за:PREF/кач:ROOT/ива:SUFF/ни:SUFF/е:END
закачка	за:PREF/кач:ROOT/к:SUFF/а:END
катки	кат:ROOT/к:SUFF/и:END
каток	кат:ROOT/ок:SUFF
качение	кач:ROOT/ени:SUFF/е:END
качка	кач:ROOT/к:SUFF/а:END
окатывание	о:PREF/кат:ROOT/ыв:SUFF/ани:SUFF/е:END
окатыши	о:PREF/кат:ROOT/ыш:SUFF/и:END
откат	от:PREF/кат:ROOT
откаты	от:PREF/кат:ROOT/ы:END
перекат	пере:PREF/кат:ROOT
перекаты	пере:PREF/кат:ROOT/ы:END
покачивание	по:PREF/кач:ROOT/ива:SUFF/ни:SUFF/е:END
прокат	про:PREF/кат:ROOT
прокатка	про:PREF/кат:ROOT/к:SUFF/а:END
прокачивание	про:PREF/кач:ROOT/ива:SUFF/ни:SUFF/е:END
раскачивание	рас:PREF/кач:ROOT/ива:SUFF/ни:SUFF/е:END
скат	с:PREF/кат:ROOT
скатка	с:PREF/кат:ROOT/к:SUFF/а:END
скатывание	с:PREF/кат:ROOT/ыв:SUFF/ани:SUFF/е:END
укатка	у:PREF/кат:ROOT/к:SUFF/а:END
укатывание	у:PREF/кат:ROOT/ыв:SUFF/ани:SUFF/е:END
укачивание	у:PREF/кач:ROOT/ива:SUFF/ни:SUFF/е:END
вкачать	в:PREF/кач:ROOT/ать:END
вкачивать	в:PREF/кач:ROOT/ив:SUFF/ать:END
выкачать	вы:PREF/кач:ROOT/ать:END
выкачаться	вы:PREF/кач:ROOT/ать:END/ся:POSTFIX
выкачивать	вы:PREF/кач:ROOT/ив:SUFF/ать:END
выкачиваться	вы:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
закачать	за:PREF/кач:ROOT/ать:END
закачаться	за:PREF/кач:ROOT/ать:END/ся:POSTFIX
закачивать	за:PREF/кач:ROOT/ив:SUFF/ать:END
закачиваться	за:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
качать	кач:ROOT/ать:END
качаться	кач:ROOT/ать:END/ся:POSTFIX
качнуть	кач:ROOT/н:SUFF/уть:END
качнуться	кач:ROOT/н:SUFF/уть:END/ся:POSTFIX
накачать	на:PREF/кач:ROOT/ать:END
накачаться	на:PREF/кач:ROOT/ать:END/ся:POSTFIX
накачивать	на:PREF/кач:ROOT/ив:SUFF/ать:END
накачиваться	на:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
недокачать	не:PREF/до:PREF/кач:ROOT/ать:END
недокачаться	не:PREF/до:PREF/кач:ROOT/ать:END/ся:POSTFIX
недокачивать	не:PREF/до:PREF/кач:ROOT/ив:SUFF/ать:END
недокачиваться	не:PREF/до:PREF/кач:ROOT/ив:SUFF/аться:END
откачать	от:PREF/кач:ROOT/ать:END
откачаться	от:PREF/кач:ROOT/ать:END/ся:POSTFIX
откачивать	от:PREF/кач:ROOT/ив:SUFF/ать:END
откачиваться	от:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
откачнуть	от:PREF/кач:ROOT/н:SUFF/уть:END
откачнуться	от:PREF/кач:ROOT/н:SUFF/уть:END/ся:POSTFIX
перекачать	пере:PREF/кач:ROOT/ать:END
перекачаться	пере:PREF/кач:ROOT/ать:END/ся:POSTFIX
перекачивать	пере:PREF/кач:ROOT/ив:SUFF/ать:END
перекачиваться	пере:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
подкачать	под:PREF/кач:ROOT/ать:END
подкачивать	под:PREF/кач:ROOT/ив:SUFF/ать:END
подкачиваться	под:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
покачать	по:PREF/кач:ROOT/ать:END
покачаться	по:PREF/кач:ROOT/ать:END/ся:POSTFIX
покачивать	по:PREF/кач:ROOT/ив:SUFF/ать:END
покачиваться	по:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
покачнуть	по:PREF/кач:ROOT/н:SUFF/уть:END
покачнуться	по:PREF/качн:ROOT/уть:END/ся:POSTFIX
прокачать	про:PREF/кач:ROOT/ать:END
прокачаться	про:PREF/кач:ROOT/ать:END/ся:POSTFIX
прокачивать	про:PREF/кач:ROOT/ив:SUFF/ать:END
прокачиваться	про:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
раскачать	рас:PREF/кач:ROOT/ать:END
раскачаться	рас:PREF/кач:ROOT/ать:END/ся:POSTFIX
раскачивать	рас:PREF/кач:ROOT/ив:SUFF/ать:END
раскачиваться	рас:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
укачать	у:PREF/кач:ROOT/ать:END
укачаться	у:PREF/кач:ROOT/ать:END/ся:POSTFIX
укачивать	у:PREF/кач:ROOT/ив:SUFF/ать:END
укачиваться	у:PREF/кач:ROOT/ив:SUFF/ать:END/ся:POSTFIX
вкидывавший	в:PREF/кид:ROOT/ыв:SUFF/авш:SUFF/ий:END
вкидывающий	в:PREF/кид:ROOT/ыв:SUFF/ающ:SUFF/ий:END
вкинувший	в:PREF/кин:ROOT/увш:SUFF/ий:END
вкинутый	в:PREF/кин:ROOT/ут:SUFF/ый:END
выкидывавший	вы:PREF/кид:ROOT/ыв:SUFF/авш:SUFF/ий:END
выкидывавшийся	вы:PREF/кид:ROOT/ыв:SUFF/авш:SUFF/ий:END/ся:POSTFIX
выкидывающий	вы:PREF/кид:ROOT/ыв:SUFF/ающ:SUFF/ий:END
выкинутый	вы:PREF/кин:ROOT/ут:SUFF/ый:END
закидавший	за:PREF/кид:ROOT/авш:SUFF/ий:END
закидающий	за:PREF/кид:ROOT/ающ:SUFF/ий:END
закинувший	за:PREF/кин:ROOT/увш:SUFF/ий:END
закинувшийся	за:PREF/кин:ROOT/увш:SUFF/ий:END/ся:POSTFIX
закинутый	за:PREF/кин:ROOT/ут:SUFF/ый:END
кидавший	кид:ROOT/авш:SUFF/ий:END
кидающий	кид:ROOT/ающ:SUFF/ий:END
кидающийся	кид:ROOT/ающ:SUFF/ий:END/ся:POSTFIX
кинувший	кин:ROOT/увш:SUFF/ий:END
кинутый	кин:ROOT/ут:SUFF/ый:END
перекидавший	пере:PREF/кид:ROOT/авш:SUFF/ий:END
перекидавшийся	пере:PREF/кид:ROOT/авш:SUFF/ий:END/ся:POSTFIX
перекинувший	пере:PREF/кин:ROOT/увш:SUFF/ий:END
перекинувшийся	пере:PREF/кин:ROOT/увш:SUFF/ий:END/ся:POSTFIX
перекинутый	пере:PREF/кин:ROOT/ут:SUFF/ый:END
покидавший	по:PREF/кид:ROOT/авш:SUFF/ий:END
покидающий	по:PREF/кид:ROOT/ающ:SUFF/ий:END
покинувший	по:PREF/кин:ROOT/увш:SUFF/ий:END
покинутый	по:PREF/кин:ROOT/ут:SUFF/ый:END
раскидавший	рас:PREF/кид:ROOT/авш:SUFF/ий:END
раскидающий	рас:PREF/кид:ROOT/ающ:SUFF/ий:END
раскидистый	рас:PREF/кид:ROOT/ист:SUFF/ый:END
раскидной	рас:PREF/кид:ROOT/н:SUFF/ой:END
раскинувший	рас:PREF/кин:ROOT/увш:SUFF/ий:END
раскинувшийся	рас:PREF/кин:ROOT/увш:SUFF/ий:END/ся:POSTFIX
раскинутый	рас:PREF/кин:ROOT/ут:SUFF/ый:END
вкидывание	в:PREF/кид:ROOT/ыв:SUFF/ани:SUFF/е:END
вкидывания	в:PREF/кид:ROOT/ыв:SUFF/ани:SUFF/я:END
выкидывание	вы:PREF/кид:ROOT/ыв:SUFF/ани:SUFF/е:END
